time,MAC,packet
2025-09-18 12:24:15.519679,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > fe80::2cc4:e237:ed99:86bb (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:15.531633,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:15.540757,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > fe80::2cc4:e237:ed99:86bb (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:15.756289,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > ff02::1 (0) / IPv6ExtHdrHopByHop / ICMPv6MLQuery2
2025-09-18 12:24:15.756963,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::1:ffbb:5317 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.756963,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::1:3 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.756963,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::fb (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.756963,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::c (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.758451,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::1:ffd2:b0ca (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.759593,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::c (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.760556,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::1:ff21:be12 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.761399,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::1:3 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.761848,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > ff02::1 (0) / IPv6ExtHdrHopByHop / ICMPv6MLQuery2
2025-09-18 12:24:15.762205,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > ff02::2 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.762205,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::1:ffbb:5317 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.762205,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::1:3 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.762280,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::fb (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.762347,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::c (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.763974,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::fb (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.764755,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > ff02::1:ff00:1 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.765585,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::1:ffd2:b0ca (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.766572,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > ff02::1:ff3b:8 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.767405,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::c (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.768383,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::1:ff21:be12 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.769203,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::1:3 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.770008,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::fb (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.771135,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:15.771929,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > ff02::2 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.772808,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > ff02::1:ff00:1 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.773626,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > ff02::1:ff3b:8 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.775828,00:50:56:c0:00:02,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:50:56:c0:00:02
2025-09-18 12:24:15.775872,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:15.780549,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > fe80::2cc4:e237:ed99:86bb (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:15.803424,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:15.847278,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:15.853490,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > fe80::2cc4:e237:ed99:86bb (58) / ICMPv6ND_Redirect / ICMPv6NDOptRedirectedHdr
2025-09-18 12:24:15.912258,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > ff02::1 (0) / IPv6ExtHdrHopByHop / ICMPv6MLQuery
2025-09-18 12:24:15.913425,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::1:ffbb:5317 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.913550,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::1:3 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.913836,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::fb (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.914760,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::c (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.920278,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::1:ffd2:b0ca (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.921779,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > ff02::2 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.923352,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::c (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.924513,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > ff02::1 (0) / IPv6ExtHdrHopByHop / ICMPv6MLQuery
2025-09-18 12:24:15.924867,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::1:ff21:be12 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.925365,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::1:ffbb:5317 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.925500,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::1:3 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.925500,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::fb (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.925513,00:50:56:c0:00:02,Ether / fe80::cbea:9338:c8bb:5317 > ff02::c (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.926535,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::1:3 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.927647,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::fb (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.928628,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > ff02::1:ff00:1 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.929727,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::1:ffd2:b0ca (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.930709,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > ff02::1:ff3b:8 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.931550,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::c (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.932303,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > ff02::2 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.933156,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::1:ff21:be12 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.933897,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > ff02::1:ff00:1 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.934711,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::1:3 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.935430,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > ff02::1:ff3b:8 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.936289,00:0c:29:77:3b:af,Ether / fe80::535:7b17:55d2:b0ca > ff02::fb (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport
2025-09-18 12:24:15.963410,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x6f seq: 0x0)
2025-09-18 12:24:15.968039,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6 Echo Reply (id: 0x6f seq: 0x0)
2025-09-18 12:24:15.986798,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > ff02::16 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport2
2025-09-18 12:24:16.016207,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6 Echo Request (id: 0x6f seq: 0x0)
2025-09-18 12:24:16.020774,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6 Echo Reply (id: 0x6f seq: 0x0)
2025-09-18 12:24:16.048658,00:0c:29:c2:dc:18,Ether / 2001:a:b:c:2f3b:681d:45b5:b57b > ff02::1 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:16.051941,ca:01:07:3b:00:08,Ether / 2001:a:b:c::1 > 2001:a:b:c:2f3b:681d:45b5:b57b (58) / ICMPv6ParamProblem / IPerror6 / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:16.097288,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > ff02::1 (60) / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:16.103527,ca:01:07:3b:00:08,Ether / fe80::c801:7ff:fe3b:8 > fe80::2cc4:e237:ed99:86bb (58) / ICMPv6ParamProblem / IPerror6 / IPv6ExtHdrDestOpt / Raw
2025-09-18 12:24:16.133777,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x14d seq: 0x0)
2025-09-18 12:24:16.145989,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ParamProblem / IPerror6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x14d seq: 0x0)
2025-09-18 12:24:16.179765,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x14d seq: 0x0)
2025-09-18 12:24:16.186411,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ParamProblem / IPerror6 / IPv6ExtHdrDestOpt / ICMPv6 Echo Request (id: 0x14d seq: 0x0)
2025-09-18 12:24:16.211732,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrHopByHop / ICMPv6 Echo Request (id: 0x1bc seq: 0x0)
2025-09-18 12:24:16.251717,00:0c:29:c2:dc:18,Ether / IPv6 / IPv6ExtHdrHopByHop / ICMPv6 Echo Request (id: 0x1bc seq: 0x0)
2025-09-18 12:24:16.295582,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_RS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:16.302685,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_RA / ICMPv6NDOptSrcLLAddr / ICMPv6NDOptMTU / ICMPv6 Neighbor Discovery Option - Prefix Information 2001:a:b:c::/64 On-link 1 Autonomous Address 1 Router Address 0
2025-09-18 12:24:16.315650,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_RA / ICMPv6NDOptPrefixInfo / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:16.319007,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > ff02::16 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport2
2025-09-18 12:24:16.322874,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:16.339401,00:0c:29:c2:dc:18,Ether / IP / IGMPv3: 192.168.0.3 > 224.0.0.1 Membership Query / IGMPv3mq
2025-09-18 12:24:16.340367,00:0c:29:c2:dc:18,Ether / IP / IGMPv3: 192.168.0.3 > 224.0.0.1 Membership Query / IGMPv3mq
2025-09-18 12:24:16.347265,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:16.379741,00:0c:29:c2:dc:18,Ether / IP / IGMPv3: 192.168.0.3 > 224.0.0.1 Membership Query / IGMPv3mq
2025-09-18 12:24:16.380816,00:0c:29:c2:dc:18,Ether / IP / IGMPv3: 192.168.0.3 > 224.0.0.1 Membership Query / IGMPv3mq
2025-09-18 12:24:17.171147,00:0c:29:c2:dc:18,Ether / fe80::2cc4:e237:ed99:86bb > ff02::16 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport2
2025-09-18 12:24:17.435351,00:0c:29:c2:dc:18,Ether / IP / IGMP: 192.168.0.3 > 224.0.0.1 Group Membership Query 0.0.0.0
2025-09-18 12:24:17.436414,00:0c:29:c2:dc:18,Ether / IP / IGMP: 192.168.0.3 > 224.0.0.1 Group Membership Query 0.0.0.0
2025-09-18 12:24:17.479447,00:0c:29:c2:dc:18,Ether / IP / IGMP: 192.168.0.3 > 224.0.0.1 Group Membership Query 224.0.0.1
2025-09-18 12:24:17.480455,00:0c:29:c2:dc:18,Ether / IP / IGMP: 192.168.0.3 > 224.0.0.1 Group Membership Query 224.0.0.1
2025-09-18 12:24:17.800702,00:0c:29:77:3b:af,Ether / IP / IGMP: 192.168.0.4 > 224.0.0.252 Version 1 - Membership Report 224.0.0.252 / Padding
2025-09-18 12:24:17.801563,00:0c:29:77:3b:af,Ether / IP / IGMP: 192.168.0.4 > 224.0.0.251 Version 1 - Membership Report 224.0.0.251 / Padding
2025-09-18 12:24:17.802529,00:0c:29:77:3b:af,Ether / IP / IGMP: 192.168.0.4 > 239.255.255.250 Version 1 - Membership Report 239.255.255.250 / Padding
2025-09-18 12:24:17.811835,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6DestUnreach / IPerror6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:17.830229,00:50:56:c0:00:02,Ether / IP / IGMP: 169.254.92.128 > 224.0.0.252 Version 1 - Membership Report 224.0.0.252 / Padding
2025-09-18 12:24:17.830229,00:50:56:c0:00:02,Ether / IP / IGMP: 169.254.92.128 > 224.0.0.251 Version 1 - Membership Report 224.0.0.251 / Padding
2025-09-18 12:24:17.830229,00:50:56:c0:00:02,Ether / IP / IGMP: 169.254.92.128 > 239.255.255.250 Version 1 - Membership Report 239.255.255.250 / Padding
2025-09-18 12:24:18.263206,00:50:56:c0:00:02,Ether / IP / UDP 169.254.92.128:64463 > 239.255.255.250:1900 / Raw
2025-09-18 12:24:18.292031,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_RA / ICMPv6NDOptPrefixInfo / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:18.527645,00:0c:29:c2:dc:18,Ether / IP / IGMP: 192.168.0.3 > 224.0.0.1 Group Membership Query 0.0.0.0
2025-09-18 12:24:18.529429,00:0c:29:c2:dc:18,Ether / IP / IGMP: 192.168.0.3 > 224.0.0.1 Group Membership Query 0.0.0.0
2025-09-18 12:24:18.575924,00:0c:29:c2:dc:18,Ether / IP / IGMP: 192.168.0.3 > 224.0.0.1 Group Membership Query 224.0.0.1
2025-09-18 12:24:18.577532,00:0c:29:c2:dc:18,Ether / IP / IGMP: 192.168.0.3 > 224.0.0.1 Group Membership Query 224.0.0.1
2025-09-18 12:24:18.632312,00:0c:29:c2:dc:18,Ether / IP / ICMP 192.168.0.3 > 224.0.0.1 echo-request 0 / Raw
2025-09-18 12:24:18.691688,00:0c:29:c2:dc:18,Ether / IP / ICMP 192.168.0.3 > 255.255.255.255 echo-request 0 / Raw
2025-09-18 12:24:18.699218,ca:01:07:3b:00:08,Ether / IP / ICMP 192.168.0.1 > 192.168.0.3 echo-reply 0 / Raw / Padding
2025-09-18 12:24:18.739337,00:0c:29:c2:dc:18,Ether / IP / ICMP 192.168.0.3 > 192.168.0.255 echo-request 0 / Raw
2025-09-18 12:24:18.751048,ca:01:07:3b:00:08,Ether / IP / ICMP 192.168.0.1 > 192.168.0.3 echo-reply 0 / Raw / Padding
2025-09-18 12:24:18.783463,00:0c:29:c2:dc:18,Ether / IP / ICMP 192.168.0.3 > 224.0.0.2 router-solicitation 0 / Raw
2025-09-18 12:24:18.823347,00:0c:29:c2:dc:18,Ether / IP / ICMP 192.168.0.3 > 255.255.255.255 router-solicitation 0 / Raw
2025-09-18 12:24:18.871873,00:0c:29:c2:dc:18,Ether / IP / ICMP 192.168.0.3 > 192.168.0.255 router-solicitation 0 / Raw
2025-09-18 12:24:18.920902,00:0c:29:c2:dc:18,Ether / IP / ICMP 192.168.0.3 > 224.0.0.1 255 0 / Raw
2025-09-18 12:24:18.956544,00:0c:29:c2:dc:18,Ether / IP / ICMP 192.168.0.3 > 255.255.255.255 255 0 / Raw
2025-09-18 12:24:18.996971,00:0c:29:c2:dc:18,Ether / IP / ICMP 192.168.0.3 > 192.168.0.255 255 0 / Raw
2025-09-18 12:24:19.040070,00:0c:29:c2:dc:18,Ether / ARP who has 192.168.0.1 says 192.168.0.3
2025-09-18 12:24:19.043822,ca:01:07:3b:00:08,Ether / ARP is at ca:01:07:3b:00:08 says 192.168.0.1 / Padding
2025-09-18 12:24:19.096367,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:19.104700,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:19.111527,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:19.147438,00:0c:29:c2:dc:18,Ether / ARP who has 192.168.0.1 says 192.168.0.3
2025-09-18 12:24:19.156636,ca:01:07:3b:00:08,Ether / ARP is at ca:01:07:3b:00:08 says 192.168.0.1 / Padding
2025-09-18 12:24:19.187641,00:0c:29:c2:dc:18,Ether / ARP who has 192.168.0.254 says 192.168.0.3
2025-09-18 12:24:19.228830,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:19.255898,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:19.280047,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:19.307542,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:19.335316,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:19.363733,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:19.383627,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:19.388356,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:19.423838,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:19.434518,00:0c:29:c2:dc:18,Ether / IP / UDP / BOOTP / DHCP Discover
2025-09-18 12:24:19.439351,ca:01:07:3b:00:08,Ether / IP / UDP / BOOTP / DHCP Offer
2025-09-18 12:24:19.492338,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:dhcpv6_client > ff02::1:2:dhcpv6_server / DHCP6_Solicit / DHCP6OptClientId / DHCP6OptElapsedTime / DHCP6OptIA_NA
2025-09-18 12:24:19.533294,00:0c:29:c2:dc:18,Ether / IP / UDP 192.168.0.3:59726 > 239.255.255.250:3702 / Raw
2025-09-18 12:24:19.579180,00:0c:29:c2:dc:18,Ether / IPv6 / UDP 2001:a:b:c:2f3b:681d:45b5:b57b:50042 > ff02::c:3702 / Raw
2025-09-18 12:24:19.623458,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::2cc4:e237:ed99:86bb:62378 > ff02::c:3702 / Raw
2025-09-18 12:24:19.682000,00:0c:29:c2:dc:18,Ether / IP / UDP / mDNS Qry b'_services._dns-sd._udp.local.'
2025-09-18 12:24:19.732584,00:0c:29:c2:dc:18,Ether / IPv6 / UDP / mDNS Qry b'_services._dns-sd._udp.local.'
2025-09-18 12:24:19.784412,00:0c:29:c2:dc:18,Ether / IPv6 / UDP / mDNS Qry b'_services._dns-sd._udp.local.'
2025-09-18 12:24:20.113677,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:3702 > fe80::2cc4:e237:ed99:86bb:62378 / Raw
2025-09-18 12:24:20.283334,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:3702 > fe80::2cc4:e237:ed99:86bb:62378 / Raw
2025-09-18 12:24:20.314466,00:50:56:c0:00:02,Ether / IPv6 / TCP fe80::cbea:9338:c8bb:5317:54539 > 2001:67c:1223:3::93e5:ff69:https S
2025-09-18 12:24:20.314532,00:0c:29:c2:dc:18,Ether / IPv6 / TCP fe80::cbea:9338:c8bb:5317:54539 > 2001:67c:1223:3::93e5:ff69:https S
2025-09-18 12:24:20.323722,ca:01:07:3b:00:08,Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ca:01:07:3b:00:08
2025-09-18 12:24:20.339388,00:0c:29:c2:dc:18,Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address 00:0c:29:c2:dc:18
2025-09-18 12:24:20.497836,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:51045 > 2603:1026:302:3c::2:https / Raw
2025-09-18 12:24:20.498080,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:51045 > 2603:1026:302:3c::2:https / Raw
2025-09-18 12:24:20.544042,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:51045 > 2603:1026:302:3c::2:https / Raw
2025-09-18 12:24:20.544161,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:51045 > 2603:1026:302:3c::2:https / Raw
2025-09-18 12:24:20.622581,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:51045 > 2603:1026:302:3c::2:https / Raw
2025-09-18 12:24:20.622581,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:3702 > fe80::2cc4:e237:ed99:86bb:62378 / Raw
2025-09-18 12:24:20.622719,00:0c:29:c2:dc:18,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:51045 > 2603:1026:302:3c::2:https / Raw
2025-09-18 12:24:20.700191,00:50:56:c0:00:02,Ether / IPv6 / UDP fe80::cbea:9338:c8bb:5317:51045 > 2603:1026:302:3c::2:https / Raw
